District_Eng,Taluka_Eng,No_Of_Victims_Shifted,Avg_No_Of_Ambulance,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Jamnagar,Dhrol,63,1,4,23,1,1,9,11/30/2021 0:00
Jamnagar,Jamjodhpur,172,1,14,77,3,11,15,11/30/2021 0:00
Jamnagar,Jamjodhpur,50,1,2,12,5,6,9,11/30/2021 0:00
Jamnagar,Jamnagar City,137,1,5,62,5,6,23,11/30/2021 0:00
Jamnagar,Jamnagar City,203,1,12,68,8,17,30,11/30/2021 0:00
Jamnagar,Jamnagar City,137,1,9,29,16,13,20,11/30/2021 0:00
Jamnagar,Jamnagar City,254,1,10,59,32,31,36,11/30/2021 0:00
Jamnagar,Jamnagar City,234,1,17,37,36,22,46,11/30/2021 0:00
Jamnagar,Jamnagar City,132,1,9,57,14,6,12,11/30/2021 0:00
Jamnagar,Jamnagar City,77,1,3,6,12,10,28,11/30/2021 0:00
Jamnagar,Jamnagar City,186,1,17,39,15,16,36,11/30/2021 0:00
Jamnagar,Jamnagar City,81,1,6,19,13,10,11,11/30/2021 0:00
Jamnagar,Jamnagar City,177,1,7,68,19,15,14,11/30/2021 0:00
Jamnagar,Jamnagar City,88,1,8,28,4,12,12,11/30/2021 0:00
Jamnagar,Jamnagar City,0,1,0,0,0,0,0,11/30/2021 0:00
Jamnagar,Jamnagar City,0,0,0,0,0,0,0,11/30/2021 0:00
Jamnagar,Jodiya,86,1,2,39,7,4,10,11/30/2021 0:00
Jamnagar,Kalavad,194,1,4,118,5,7,12,11/30/2021 0:00
Jamnagar,Lalpur,157,1,5,77,7,8,28,11/30/2021 0:00
Junagadh,Bhesan,131,1,1,49,4,10,20,11/30/2021 0:00
Junagadh,Junagadh City,89,1,5,17,6,10,5,11/30/2021 0:00
Junagadh,Junagadh City,280,1,25,32,32,36,42,11/30/2021 0:00
Junagadh,Junagadh City,255,1,16,35,19,23,43,11/30/2021 0:00
Junagadh,Junagadh City,163,1,8,15,11,21,25,11/30/2021 0:00
Junagadh,Keshod,185,1,13,52,6,21,28,11/30/2021 0:00
Junagadh,Keshod,87,1,1,23,4,8,15,11/30/2021 0:00
Junagadh,Maliya-Hatina,113,1,9,41,8,9,10,11/30/2021 0:00
Junagadh,Maliya-Hatina,138,1,12,44,12,7,25,11/30/2021 0:00
Junagadh,Manavadar,174,1,11,50,10,8,26,11/30/2021 0:00
Junagadh,Mangrol,136,1,13,35,9,20,7,11/30/2021 0:00
Junagadh,Mendarda,179,1,7,62,12,8,28,11/30/2021 0:00
Junagadh,Mendarda,33,1,0,24,0,2,2,11/30/2021 0:00
Junagadh,Vanthali,160,1,17,39,7,12,23,11/30/2021 0:00
Junagadh,Visavadar,148,1,3,50,14,4,23,11/30/2021 0:00
Kachchh,Abdasa,97,1,7,48,11,3,6,11/30/2021 0:00
Kachchh,Abdasa,72,1,2,41,6,1,9,11/30/2021 0:00
Kachchh,Abdasa,70,1,5,37,6,4,3,11/30/2021 0:00
Kachchh,Abdasa,43,1,0,27,6,4,2,11/30/2021 0:00
Kachchh,Abdasa,76,1,0,51,3,3,7,11/30/2021 0:00
Kachchh,Anjar,160,1,7,67,12,7,23,11/30/2021 0:00
Kachchh,Anjar,64,1,1,20,6,5,11,11/30/2021 0:00
Kachchh,Anjar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Anjar,56,1,1,25,6,3,3,11/30/2021 0:00
Kachchh,Anjar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Anjar,65,1,2,37,2,2,3,11/30/2021 0:00
Kachchh,Anjar,101,1,1,54,5,2,13,11/30/2021 0:00
Kachchh,Anjar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Anjar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Bhachau,127,1,2,61,0,1,11,11/30/2021 0:00
Kachchh,Bhachau,71,1,4,28,2,1,5,11/30/2021 0:00
Kachchh,Bhachau,142,1,2,91,4,4,11,11/30/2021 0:00
Kachchh,Bhuj,76,1,1,31,4,4,17,11/30/2021 0:00
Kachchh,Bhuj,82,1,0,41,1,4,3,11/30/2021 0:00
Kachchh,Bhuj,136,1,3,40,15,10,31,11/30/2021 0:00
Kachchh,Bhuj,167,1,3,30,23,19,34,11/30/2021 0:00
Kachchh,Bhuj,230,1,4,110,7,3,6,11/30/2021 0:00
Kachchh,Bhuj,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Bhuj,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Dayapar (Lakhpat),95,1,5,43,7,6,7,11/30/2021 0:00
Kachchh,Dayapar (Lakhpat),88,1,5,46,4,13,2,11/30/2021 0:00
Kachchh,Gandhidham,51,1,0,35,2,2,2,11/30/2021 0:00
Kachchh,Gandhidham,114,1,0,41,2,3,1,11/30/2021 0:00
Kachchh,Gandhidham,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Gandhidham,194,1,4,70,19,24,14,11/30/2021 0:00
Kachchh,Gandhidham,163,1,4,59,9,14,22,11/30/2021 0:00
Kachchh,Gandhidham,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Gandhidham,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Gandhidham,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Gandhidham,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Mandvi,94,1,6,44,10,5,6,11/30/2021 0:00
Kachchh,Mandvi,117,1,2,48,7,8,19,11/30/2021 0:00
Kachchh,Mundra,62,1,0,32,4,3,7,11/30/2021 0:00
Kachchh,Mundra,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Mundra,118,1,2,61,8,7,16,11/30/2021 0:00
Kachchh,Nakhatrana,99,1,4,60,4,3,10,11/30/2021 0:00
Kachchh,Nakhatrana,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Nakhatrana,22,1,0,15,0,0,1,11/30/2021 0:00
Kachchh,Nakhatrana,132,1,13,57,6,6,13,11/30/2021 0:00
Kachchh,Nakhatrana,72,1,3,31,3,10,11,11/30/2021 0:00
Kachchh,Nakhatrana,54,1,0,39,0,3,7,11/30/2021 0:00
Kachchh,Rapar,86,1,2,58,1,3,6,11/30/2021 0:00
Kachchh,Rapar,72,1,0,38,0,6,3,11/30/2021 0:00
Kachchh,Rapar,71,1,1,38,6,3,8,11/30/2021 0:00
Kachchh,Rapar,53,1,0,25,6,4,6,11/30/2021 0:00
Kachchh,Rapar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Rapar,0,1,0,0,0,0,0,11/30/2021 0:00
Kachchh,Rapar,101,1,3,64,1,10,5,11/30/2021 0:00
Kheda,Galteshwar,91,1,0,41,2,11,14,11/30/2021 0:00
Kheda,Kapadvanj,125,1,4,58,2,12,10,11/30/2021 0:00
Kheda,Kapadvanj,109,1,1,60,9,4,6,11/30/2021 0:00
Kheda,Kapadvanj,116,1,4,60,10,7,6,11/30/2021 0:00
Kheda,Kathlal,108,1,6,29,13,4,19,11/30/2021 0:00
Kheda,Kathlal,111,1,2,57,6,6,6,11/30/2021 0:00
Kheda,Kheda,138,1,1,61,16,6,9,11/30/2021 0:00
Kheda,Limbasi (Matar),120,1,4,89,5,3,4,11/30/2021 0:00
Kheda,Mahemdavad,117,1,4,37,11,6,20,11/30/2021 0:00
