District_Eng,No_Of_Victims_Shifted,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Ahmedabad,219,34,23,25,26,33,12/31/2022 0:00
Ahmedabad,189,20,21,18,32,37,12/31/2022 0:00
Ahmedabad,102,4,5,14,22,12,12/31/2022 0:00
Ahmedabad,0,0,0,0,0,0,12/31/2022 0:00
Ahmedabad,106,32,4,10,11,14,12/31/2022 0:00
Ahmedabad,160,16,16,19,18,24,12/31/2022 0:00
Ahmedabad,177,10,38,18,10,40,12/31/2022 0:00
Ahmedabad,214,11,38,19,24,48,12/31/2022 0:00
Ahmedabad,192,17,40,25,17,26,12/31/2022 0:00
Ahmedabad,197,17,19,43,22,46,12/31/2022 0:00
Ahmedabad,0,0,0,0,0,0,12/31/2022 0:00
Ahmedabad,75,2,32,6,5,3,12/31/2022 0:00
Ahmedabad,98,3,56,3,9,1,12/31/2022 0:00
Ahmedabad,129,6,58,8,10,10,12/31/2022 0:00
Ahmedabad,103,2,39,6,6,9,12/31/2022 0:00
Ahmedabad,147,11,17,19,20,37,12/31/2022 0:00
Ahmedabad,132,10,29,12,17,19,12/31/2022 0:00
Ahmedabad,86,4,38,6,6,5,12/31/2022 0:00
Ahmedabad,99,6,54,5,3,5,12/31/2022 0:00
Ahmedabad,72,1,42,4,3,6,12/31/2022 0:00
Ahmedabad,65,1,41,3,1,2,12/31/2022 0:00
Ahmedabad,104,4,35,8,4,10,12/31/2022 0:00
Ahmedabad,95,3,62,1,2,5,12/31/2022 0:00
Ahmedabad,79,5,33,5,4,4,12/31/2022 0:00
Ahmedabad,110,9,36,9,9,10,12/31/2022 0:00
Ahmedabad,89,5,30,6,5,3,12/31/2022 0:00
Ahmedabad,90,1,35,7,10,9,12/31/2022 0:00
Amreli,147,11,62,7,13,16,12/31/2022 0:00
Amreli,155,2,101,6,13,8,12/31/2022 0:00
Amreli,221,20,96,11,14,41,12/31/2022 0:00
Amreli,146,6,91,6,10,8,12/31/2022 0:00
Amreli,83,2,65,2,4,2,12/31/2022 0:00
Amreli,137,7,81,5,7,18,12/31/2022 0:00
Amreli,142,6,73,3,15,21,12/31/2022 0:00
Amreli,171,6,98,2,6,20,12/31/2022 0:00
Amreli,89,2,52,2,10,4,12/31/2022 0:00
Amreli,122,5,68,3,10,16,12/31/2022 0:00
Amreli,56,0,32,2,2,9,12/31/2022 0:00
Amreli,159,7,97,6,10,7,12/31/2022 0:00
Amreli,137,6,80,6,6,18,12/31/2022 0:00
Amreli,140,5,97,5,8,8,12/31/2022 0:00
Amreli,177,14,84,10,15,15,12/31/2022 0:00
Amreli,160,10,100,1,9,7,12/31/2022 0:00
Amreli,55,1,35,2,9,0,12/31/2022 0:00
Amreli,153,6,97,2,11,9,12/31/2022 0:00
Amreli,148,5,77,8,13,12,12/31/2022 0:00
Amreli,186,11,101,13,14,10,12/31/2022 0:00
Amreli,88,0,41,10,6,9,12/31/2022 0:00
Amreli,109,4,77,1,6,8,12/31/2022 0:00
Anand,102,3,35,3,7,12,12/31/2022 0:00
Anand,156,14,33,22,23,20,12/31/2022 0:00
Anand,111,6,16,16,3,26,12/31/2022 0:00
Anand,162,2,78,8,19,16,12/31/2022 0:00
Anand,192,7,83,13,10,28,12/31/2022 0:00
Anand,127,5,43,14,6,13,12/31/2022 0:00
Anand,121,2,60,13,11,6,12/31/2022 0:00
Anand,155,6,82,6,13,10,12/31/2022 0:00
Anand,142,6,80,12,5,11,12/31/2022 0:00
Anand,197,10,109,18,17,11,12/31/2022 0:00
Anand,156,3,108,12,4,9,12/31/2022 0:00
Anand,158,12,86,5,9,15,12/31/2022 0:00
Anand,176,2,103,11,13,11,12/31/2022 0:00
Anand,158,3,81,17,9,14,12/31/2022 0:00
Anand,154,6,100,11,4,12,12/31/2022 0:00
Anand,112,4,86,6,2,3,12/31/2022 0:00
Anand,189,1,123,20,5,9,12/31/2022 0:00
Anand,70,5,33,4,5,3,12/31/2022 0:00
Aravalli,96,3,47,6,7,5,12/31/2022 0:00
Aravalli,0,0,0,0,0,0,12/31/2022 0:00
Aravalli,43,1,14,9,3,4,12/31/2022 0:00
Aravalli,121,5,68,3,13,8,12/31/2022 0:00
Aravalli,123,4,20,7,18,14,12/31/2022 0:00
Aravalli,169,7,50,18,22,18,12/31/2022 0:00
Aravalli,85,2,38,3,9,9,12/31/2022 0:00
Aravalli,124,8,57,3,11,14,12/31/2022 0:00
Aravalli,138,4,66,6,18,10,12/31/2022 0:00
Aravalli,139,6,72,4,10,10,12/31/2022 0:00
Aravalli,56,3,18,1,11,4,12/31/2022 0:00
Aravalli,99,1,22,10,15,12,12/31/2022 0:00
Aravalli,56,5,14,6,4,9,12/31/2022 0:00
Banaskantha,109,3,43,3,18,10,12/31/2022 0:00
Banaskantha,107,1,69,1,5,4,12/31/2022 0:00
Banaskantha,92,2,55,3,3,1,12/31/2022 0:00
Banaskantha,113,6,55,4,8,6,12/31/2022 0:00
Banaskantha,125,2,75,5,14,6,12/31/2022 0:00
Banaskantha,107,0,69,2,3,2,12/31/2022 0:00
Banaskantha,114,5,62,5,11,9,12/31/2022 0:00
Banaskantha,113,6,62,8,4,4,12/31/2022 0:00
Banaskantha,83,4,48,5,9,3,12/31/2022 0:00
Banaskantha,138,3,29,25,25,11,12/31/2022 0:00
Banaskantha,65,2,20,4,7,3,12/31/2022 0:00
Banaskantha,77,1,40,4,7,2,12/31/2022 0:00
Banaskantha,104,1,79,5,6,2,12/31/2022 0:00
Banaskantha,97,0,70,2,5,5,12/31/2022 0:00
